ano,url,titulo,data,id,slug
2022,https://www.ufrn.br/imprensa/noticias/55227/eaj-garante-bolsas-para-24-pesquisadores-de-iniciacao-cientifica,EAJ garante bolsas para 24 pesquisadores de iniciação científica ,02/02/2022 11:58,55227,eaj-garante-bolsas-para-24-pesquisadores-de-iniciacao-cientifica
2022,https://www.ufrn.br/imprensa/noticias/55177/eaj-abre-incricoes-para-curso-tecnico-em-aquicultura,EAJ abre incrições para Curso Técnico em Aquicultura,31/01/2022 18:04,55177,eaj-abre-incricoes-para-curso-tecnico-em-aquicultura
2022,https://www.ufrn.br/imprensa/noticias/54991/lancado-edital-para-curso-tecnico-em-aquicultura,Lançado edital para Curso Técnico em Aquicultura,25/01/2022 15:50,54991,lancado-edital-para-curso-tecnico-em-aquicultura
2022,https://www.ufrn.br/imprensa/noticias/54693/ppgpa-seleciona-para-mestrado-em-producao-animal,PPgPA seleciona para mestrado em Produção Animal,14/01/2022 10:45,54693,ppgpa-seleciona-para-mestrado-em-producao-animal
2021,https://www.ufrn.br/imprensa/noticias/54281/alunos-de-gastronomia-servem-menu-degustacao-para-publico-externo,Alunos de Gastronomia servem menu degustação para público externo,22/12/2021 17:18,54281,alunos-de-gastronomia-servem-menu-degustacao-para-publico-externo
2021,https://www.ufrn.br/imprensa/noticias/54095/projetos-da-eaj-sao-premiados-em-congresso-internacional,Projetos da EAJ são premiados em Congresso Internacional,15/12/2021 18:02,54095,projetos-da-eaj-sao-premiados-em-congresso-internacional
2021,https://www.ufrn.br/imprensa/noticias/53967/grupo-de-maricultura-da-eaj-se-reune-com-ambap-e-comunidade-pesqueira-de-pitangui,Grupo de maricultura da EAJ se reúne com AMBAP e comunidade pesqueira de Pitangui,13/12/2021 12:17,53967,grupo-de-maricultura-da-eaj-se-reune-com-ambap-e-comunidade-pesqueira-de-pitangui
2021,https://www.ufrn.br/imprensa/noticias/53843/professores-da-ufrn-participam-de-webminicursos-da-sbpc,Professores da UFRN participam de webminicursos da SBPC,08/12/2021 18:22,53843,professores-da-ufrn-participam-de-webminicursos-da-sbpc
2021,https://www.ufrn.br/imprensa/noticias/53852/inscricoes-para-cursos-tecnicos-da-eaj-comecam-nesta-quinta-feira,Inscrições para cursos técnicos da EAJ começam nesta quinta-feira,08/12/2021 18:29,53852,inscricoes-para-cursos-tecnicos-da-eaj-comecam-nesta-quinta-feira
2021,https://www.ufrn.br/imprensa/noticias/53685/aluno-da-eaj-conquista-bolsa-de-iniciacao-cientifica-junior,Aluno da EAJ conquista bolsa de Iniciação Científica Júnior,06/12/2021 12:02,53685,aluno-da-eaj-conquista-bolsa-de-iniciacao-cientifica-junior
